employee_id,first_name,last_name,date_of_birth,photo_url,email,department_id,position_id,manager_id,employment_type_id,employment_status_id,hire_date,termination_date,termination_reason_id,created_at,updated_at,gender
19,Alicia,Fisher,1976-12-04,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee19@uptime-solutions.com,2,3,,1,2,2017-11-10,,,2026-07-26,2026-07-26,
20,Amy,Love,1988-03-03,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee20@uptime-solutions.com,1,1,,4,2,2019-05-04,,,2026-07-26,2026-07-26,
21,George,Robinson,1980-06-09,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee21@uptime-solutions.com,5,7,1,4,2,2022-07-04,,,2026-07-26,2026-07-26,
22,Anthony,Snyder,1995-10-08,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee22@uptime-solutions.com,5,7,5,2,2,2026-05-18,,,2026-07-26,2026-07-26,
23,Christopher,Scott,1982-12-19,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee23@uptime-solutions.com,1,1,12,1,2,2022-12-28,,,2026-07-26,2026-07-26,
24,Tracie,Jones,1989-10-15,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee24@uptime-solutions.com,5,7,20,1,2,2024-08-13,,,2026-07-26,2026-07-26,
25,Desiree,Medina,1978-12-20,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee25@uptime-solutions.com,3,4,13,1,2,2026-04-19,,,2026-07-26,2026-07-26,
26,Alicia,Dorsey,1993-03-29,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee26@uptime-solutions.com,4,5,12,4,2,2026-11-10,,,2026-07-26,2026-07-26,
27,Luke,Malone,1991-09-08,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee27@uptime-solutions.com,4,6,11,4,2,2021-12-10,,,2026-07-26,2026-07-26,
28,Victor,Roth,1978-02-01,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee28@uptime-solutions.com,4,5,17,3,2,2021-02-10,,,2026-07-26,2026-07-26,
29,Christopher,Davis,1972-03-06,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee29@uptime-solutions.com,1,2,11,1,2,2021-12-08,,,2026-07-26,2026-07-26,
30,Teresa,James,1999-04-15,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee30@uptime-solutions.com,4,6,15,1,2,2025-09-17,,,2026-07-26,2026-07-26,
31,Jessica,Durham,1971-06-17,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee31@uptime-solutions.com,2,3,2,1,3,2022-04-25,2024-01-19,13,2026-07-26,2026-07-26,
32,Brian,Roberts,1998-12-10,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee32@uptime-solutions.com,1,2,13,1,2,2025-07-11,,,2026-07-26,2026-07-26,
33,Ashley,Thompson,1967-04-20,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee33@uptime-solutions.com,1,2,2,1,2,2025-07-29,,,2026-07-26,2026-07-26,
34,Kimberly,Gutierrez,1995-09-29,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee34@uptime-solutions.com,1,2,2,2,2,2023-03-11,,,2026-07-26,2026-07-26,
35,Craig,Nelson,1981-01-15,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee35@uptime-solutions.com,2,3,5,2,2,2024-10-25,,,2026-07-26,2026-07-26,
36,Michael,Mcdonald,1967-05-20,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee36@uptime-solutions.com,2,3,19,4,2,2020-08-18,,,2026-07-26,2026-07-26,
37,Wesley,Jenkins,1969-12-02,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee37@uptime-solutions.com,1,2,12,2,3,2025-10-21,2026-12-22,14,2026-07-26,2026-07-26,
38,Terri,Bright,1970-04-10,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee38@uptime-solutions.com,5,7,20,3,2,2026-07-21,,,2026-07-26,2026-07-26,
39,James,Owens,1981-06-22,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee39@uptime-solutions.com,4,5,10,4,2,2022-03-03,,,2026-07-26,2026-07-26,
40,Ashley,Brown,1975-04-01,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee40@uptime-solutions.com,2,3,14,3,2,2026-03-08,,,2026-07-26,2026-07-26,
41,Jessica,Horton,1995-06-02,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee41@uptime-solutions.com,3,4,12,1,1,2025-07-28,,,2026-07-26,2026-07-26,
42,Thomas,Lee,1967-02-12,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee42@uptime-solutions.com,3,4,3,2,2,2020-08-09,,,2026-07-26,2026-07-26,
43,Philip,Marshall,1974-10-20,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee43@uptime-solutions.com,1,1,16,2,2,2020-12-16,,,2026-07-26,2026-07-26,
44,Donald,Lawrence,1977-11-05,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee44@uptime-solutions.com,2,3,2,3,2,2021-09-03,,,2026-07-26,2026-07-26,
45,Tony,Hess,1991-07-04,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee45@uptime-solutions.com,4,5,14,1,2,2021-04-24,,,2026-07-26,2026-07-26,
46,Justin,Mckay,1975-10-03,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee46@uptime-solutions.com,5,7,7,2,3,2023-09-07,2026-10-09,14,2026-07-26,2026-07-26,
47,Sandra,Riley,1990-04-12,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee47@uptime-solutions.com,1,1,8,3,2,2025-08-12,,,2026-07-26,2026-07-26,
48,Laurie,Harrison,1970-03-26,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee48@uptime-solutions.com,5,7,16,2,2,2020-04-17,,,2026-07-26,2026-07-26,
49,Melissa,Matthews,1983-07-16,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee49@uptime-solutions.com,1,1,8,2,1,2025-05-07,,,2026-07-26,2026-07-26,
50,Courtney,Mccall,1977-06-13,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee50@uptime-solutions.com,2,3,14,1,2,2024-10-06,,,2026-07-26,2026-07-26,
51,Samantha,Neal,1999-08-14,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee51@uptime-solutions.com,2,3,12,4,2,2024-03-09,,,2026-07-26,2026-07-26,
52,Matthew,Montgomery,1985-10-13,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee52@uptime-solutions.com,5,7,9,3,2,2022-03-02,,,2026-07-26,2026-07-26,
53,Anthony,Butler,1968-06-17,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee53@uptime-solutions.com,1,1,7,3,2,2020-08-25,,,2026-07-26,2026-07-26,
54,Evelyn,Burton,1999-03-20,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee54@uptime-solutions.com,2,3,4,3,2,2022-12-15,,,2026-07-26,2026-07-26,
55,Angela,Dixon,1986-04-28,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee55@uptime-solutions.com,2,3,19,3,2,2021-12-31,,,2026-07-26,2026-07-26,
56,Cheryl,Branch,1980-08-31,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee56@uptime-solutions.com,4,5,4,1,2,2025-05-20,,,2026-07-26,2026-07-26,
57,Benjamin,Mcdonald,1966-12-04,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee57@uptime-solutions.com,1,1,13,4,3,2026-01-23,2026-04-02,10,2026-07-26,2026-07-26,
58,Tonya,Wilson,1995-06-16,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee58@uptime-solutions.com,1,1,19,3,3,2024-04-01,2026-08-08,14,2026-07-26,2026-07-26,
59,Ronald,Oconnor,1984-11-13,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee59@uptime-solutions.com,5,7,8,2,2,2025-01-09,,,2026-07-26,2026-07-26,
60,Michele,White,1997-12-17,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee60@uptime-solutions.com,3,4,8,1,2,2021-12-05,,,2026-07-26,2026-07-26,
61,Eric,Tanner,1983-06-06,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee61@uptime-solutions.com,5,7,16,2,2,2025-01-12,,,2026-07-26,2026-07-26,
62,Leslie,Carter,1978-05-12,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee62@uptime-solutions.com,5,7,13,2,2,2024-09-14,,,2026-07-26,2026-07-26,
63,Nathaniel,Johnson,1999-03-11,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee63@uptime-solutions.com,2,3,6,2,2,2020-04-03,,,2026-07-26,2026-07-26,
64,Steven,White,1987-02-06,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee64@uptime-solutions.com,1,1,12,1,2,2021-08-23,,,2026-07-26,2026-07-26,
65,Linda,King,1975-08-07,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee65@uptime-solutions.com,1,1,13,3,2,2022-10-23,,,2026-07-26,2026-07-26,
66,James,Romero,1973-06-03,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee66@uptime-solutions.com,5,7,14,2,3,2023-08-17,2026-08-01,7,2026-07-26,2026-07-26,
67,Anne,Stevens,1967-10-05,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee67@uptime-solutions.com,3,4,20,3,2,2022-11-19,,,2026-07-26,2026-07-26,
68,Cindy,Coleman,1979-01-06,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee68@uptime-solutions.com,3,4,14,1,2,2024-02-27,,,2026-07-26,2026-07-26,
69,Nicholas,Hernandez,1985-01-30,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee69@uptime-solutions.com,5,7,6,1,2,2025-10-26,,,2026-07-26,2026-07-26,
70,Luis,Barry,1996-11-16,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee70@uptime-solutions.com,4,6,3,3,2,2025-05-28,,,2026-07-26,2026-07-26,
71,Jocelyn,Walker,1970-09-18,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee71@uptime-solutions.com,1,1,11,1,2,2023-09-17,,,2026-07-26,2026-07-26,
72,Tim,Cook,1987-02-28,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee72@uptime-solutions.com,2,3,16,1,2,2026-07-22,,,2026-07-26,2026-07-26,
73,Mike,Henry,1986-03-30,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee73@uptime-solutions.com,3,4,17,3,2,2021-05-23,,,2026-07-26,2026-07-26,
74,Joanne,Dodson,1969-01-27,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee74@uptime-solutions.com,3,4,11,3,2,2026-04-14,,,2026-07-26,2026-07-26,
75,Jonathan,Santos,1990-03-30,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee75@uptime-solutions.com,1,1,4,3,2,2020-09-01,,,2026-07-26,2026-07-26,
76,Bradley,Clark,1970-09-06,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee76@uptime-solutions.com,2,3,2,4,2,2022-10-05,,,2026-07-26,2026-07-26,
77,Frank,Baker,1967-09-08,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee77@uptime-solutions.com,5,7,18,4,2,2026-03-19,,,2026-07-26,2026-07-26,
78,Daniel,Houston,1975-05-08,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee78@uptime-solutions.com,2,3,6,1,3,2021-11-13,2022-10-20,6,2026-07-26,2026-07-26,
79,Ashley,Ramirez,1971-01-20,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee79@uptime-solutions.com,5,7,19,2,2,2023-10-04,,,2026-07-26,2026-07-26,
80,William,Hancock,1972-03-22,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee80@uptime-solutions.com,5,7,14,3,2,2026-12-21,,,2026-07-26,2026-07-26,
81,Ronald,Dunlap,1977-12-15,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee81@uptime-solutions.com,5,7,15,4,2,2024-06-12,,,2026-07-26,2026-07-26,
82,Claire,Jones,1975-11-06,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee82@uptime-solutions.com,2,3,5,4,2,2021-10-22,,,2026-07-26,2026-07-26,
83,Abigail,Jackson,1983-10-27,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee83@uptime-solutions.com,2,3,13,4,1,2026-08-01,,,2026-07-26,2026-07-26,
84,Raymond,Santos,1986-05-21,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee84@uptime-solutions.com,4,5,4,1,2,2024-05-25,,,2026-07-26,2026-07-26,
85,Lisa,Young,1971-10-23,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee85@uptime-solutions.com,5,7,15,2,2,2026-09-27,,,2026-07-26,2026-07-26,
86,Kimberly,Lee,1999-03-06,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee86@uptime-solutions.com,2,3,20,2,3,2024-04-17,2024-12-20,13,2026-07-26,2026-07-26,
87,Jackie,Carroll,1972-02-08,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee87@uptime-solutions.com,3,4,19,3,1,2025-07-17,,,2026-07-26,2026-07-26,
88,Travis,Sloan,1996-09-12,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee88@uptime-solutions.com,2,3,4,2,2,2021-01-01,,,2026-07-26,2026-07-26,
89,Ruben,Summers,1972-03-07,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee89@uptime-solutions.com,1,1,4,4,2,2024-10-29,,,2026-07-26,2026-07-26,
90,Sharon,Hunter,1999-11-12,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee90@uptime-solutions.com,3,4,7,4,2,2022-09-30,,,2026-07-26,2026-07-26,
91,Kevin,Hall,1965-06-22,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee91@uptime-solutions.com,5,7,9,2,2,2026-11-11,,,2026-07-26,2026-07-26,
92,Ashlee,Roberts,1976-08-06,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee92@uptime-solutions.com,3,4,7,1,1,2025-09-29,,,2026-07-26,2026-07-26,
93,Denise,Pruitt,1978-04-18,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee93@uptime-solutions.com,4,6,9,4,2,2026-03-10,,,2026-07-26,2026-07-26,
94,Lisa,Marsh,1967-05-27,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee94@uptime-solutions.com,1,2,9,1,2,2026-12-31,,,2026-07-26,2026-07-26,
95,Stephanie,Anthony,1992-01-09,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee95@uptime-solutions.com,3,4,11,1,2,2023-07-11,,,2026-07-26,2026-07-26,
96,Courtney,Martin,1996-11-11,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee96@uptime-solutions.com,1,1,11,1,2,2021-02-21,,,2026-07-26,2026-07-26,
97,Michael,Henry,1983-05-23,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee97@uptime-solutions.com,1,2,2,2,2,2026-01-13,,,2026-07-26,2026-07-26,
98,Jeff,Hart,1977-02-20,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee98@uptime-solutions.com,1,2,14,2,2,2025-09-08,,,2026-07-26,2026-07-26,
99,Sharon,Johnson,1986-05-22,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee99@uptime-solutions.com,1,1,13,4,2,2024-08-23,,,2026-07-26,2026-07-26,
100,Courtney,Smith,1973-03-11,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee100@uptime-solutions.com,3,4,9,1,2,2020-03-13,,,2026-07-26,2026-07-26,
101,William,Oconnor,1965-12-26,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee101@uptime-solutions.com,1,1,20,2,2,2026-10-05,,,2026-07-26,2026-07-26,
102,Andrew,Hamilton,1998-12-19,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee102@uptime-solutions.com,1,1,3,3,2,2026-06-21,,,2026-07-26,2026-07-26,
103,Derek,Martinez,1965-11-02,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee103@uptime-solutions.com,3,4,6,1,2,2025-11-22,,,2026-07-26,2026-07-26,
104,Justin,Hernandez,1996-02-18,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee104@uptime-solutions.com,3,4,1,1,2,2023-02-09,,,2026-07-26,2026-07-26,
105,Billy,Patton,1980-12-27,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee105@uptime-solutions.com,5,7,2,3,2,2020-06-17,,,2026-07-26,2026-07-26,
106,Thomas,Gibson,1983-04-26,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee106@uptime-solutions.com,4,5,7,1,2,2024-02-25,,,2026-07-26,2026-07-26,
107,Richard,Chan,1986-07-19,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee107@uptime-solutions.com,4,5,4,1,3,2021-12-11,2025-02-26,14,2026-07-26,2026-07-26,
108,Shelia,Beard,1974-06-16,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee108@uptime-solutions.com,3,4,5,1,2,2023-03-18,,,2026-07-26,2026-07-26,
109,Aaron,Oneal,1973-03-02,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee109@uptime-solutions.com,3,4,15,1,2,2024-06-22,,,2026-07-26,2026-07-26,
110,Leonard,West,1998-01-18,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee110@uptime-solutions.com,4,6,6,4,2,2025-08-12,,,2026-07-26,2026-07-26,
111,Amy,Mitchell,1996-12-15,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee111@uptime-solutions.com,5,7,12,4,2,2026-06-20,,,2026-07-26,2026-07-26,
112,Elizabeth,White,1969-06-12,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee112@uptime-solutions.com,3,4,16,3,2,2024-11-04,,,2026-07-26,2026-07-26,
113,Ellen,Bailey,1974-01-20,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee113@uptime-solutions.com,1,1,20,4,2,2020-09-12,,,2026-07-26,2026-07-26,
114,Antonio,Horn,1979-10-21,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee114@uptime-solutions.com,3,4,15,4,3,2026-12-10,2026-12-18,6,2026-07-26,2026-07-26,
115,Kevin,Simon,1992-11-27,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee115@uptime-solutions.com,1,2,3,3,2,2020-07-04,,,2026-07-26,2026-07-26,
116,Nicole,Brown,1978-04-29,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee116@uptime-solutions.com,1,2,4,1,2,2026-03-18,,,2026-07-26,2026-07-26,
117,David,Hughes,1984-03-19,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee117@uptime-solutions.com,1,2,18,3,2,2026-11-28,,,2026-07-26,2026-07-26,
118,Anita,Davis,1988-05-13,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee118@uptime-solutions.com,4,5,10,3,1,2023-08-13,,,2026-07-26,2026-07-26,
119,Tamara,Gould,1972-12-27,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee119@uptime-solutions.com,1,2,7,2,2,2021-02-06,,,2026-07-26,2026-07-26,
120,Emily,Long,1973-11-17,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee120@uptime-solutions.com,4,6,9,2,2,2020-08-15,,,2026-07-26,2026-07-26,
121,Melissa,Torres,1997-08-31,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee121@uptime-solutions.com,2,3,14,3,1,2025-10-16,,,2026-07-26,2026-07-26,
122,Jared,Holt,1987-05-30,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee122@uptime-solutions.com,1,2,6,4,2,2026-08-10,,,2026-07-26,2026-07-26,
123,Kelsey,Heath,1983-08-04,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee123@uptime-solutions.com,4,6,7,4,2,2023-11-05,,,2026-07-26,2026-07-26,
124,Brian,Sanchez,1973-12-05,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee124@uptime-solutions.com,4,6,17,3,2,2020-05-08,,,2026-07-26,2026-07-26,
125,Roberto,Sanchez,1982-03-23,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee125@uptime-solutions.com,5,7,12,2,2,2024-11-10,,,2026-07-26,2026-07-26,
126,Joshua,Stanley,1980-01-05,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee126@uptime-solutions.com,5,7,1,3,2,2025-05-03,,,2026-07-26,2026-07-26,
127,Tanya,Jimenez,1966-06-30,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee127@uptime-solutions.com,5,7,19,3,1,2024-10-23,,,2026-07-26,2026-07-26,
128,Deborah,Lane,1979-03-13,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee128@uptime-solutions.com,1,1,14,3,2,2024-02-12,,,2026-07-26,2026-07-26,
129,Darren,Curry,1981-11-04,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee129@uptime-solutions.com,3,4,15,1,1,2026-05-30,,,2026-07-26,2026-07-26,
130,Stephanie,Murphy,1991-09-09,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee130@uptime-solutions.com,1,1,2,1,2,2026-09-14,,,2026-07-26,2026-07-26,
131,Paula,Wood,1987-09-12,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee131@uptime-solutions.com,3,4,8,3,2,2024-06-28,,,2026-07-26,2026-07-26,
132,Anthony,Shelton,1981-05-12,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee132@uptime-solutions.com,2,3,10,2,2,2026-01-22,,,2026-07-26,2026-07-26,
133,Daniel,Green,1983-11-03,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee133@uptime-solutions.com,4,6,9,1,3,2023-03-05,2026-02-26,1,2026-07-26,2026-07-26,
134,Samantha,Hill,1996-11-26,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee134@uptime-solutions.com,5,7,17,4,1,2024-03-28,,,2026-07-26,2026-07-26,
135,Donald,Johnson,1989-06-28,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee135@uptime-solutions.com,1,2,6,2,3,2022-08-25,2025-07-05,4,2026-07-26,2026-07-26,
136,Aaron,Kim,1991-07-12,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee136@uptime-solutions.com,2,3,10,3,2,2021-03-17,,,2026-07-26,2026-07-26,
137,Ashley,Mccann,1996-07-12,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee137@uptime-solutions.com,1,2,2,2,1,2026-11-02,,,2026-07-26,2026-07-26,
138,Jocelyn,Clarke,1978-06-21,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee138@uptime-solutions.com,2,3,12,1,3,2023-02-07,2026-06-01,3,2026-07-26,2026-07-26,
139,Danielle,Wagner,1979-02-05,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee139@uptime-solutions.com,3,4,7,4,2,2024-07-07,,,2026-07-26,2026-07-26,
140,Tyler,Taylor,1996-07-05,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee140@uptime-solutions.com,5,7,5,1,3,2025-10-19,2026-02-01,5,2026-07-26,2026-07-26,
141,Daniel,Lamb,1981-02-20,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee141@uptime-solutions.com,1,1,19,2,1,2023-03-20,,,2026-07-26,2026-07-26,
142,Kimberly,Bradley,1969-08-30,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee142@uptime-solutions.com,3,4,13,3,2,2021-04-30,,,2026-07-26,2026-07-26,
143,Alexandra,Weaver,1975-05-10,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee143@uptime-solutions.com,5,7,6,4,2,2023-11-18,,,2026-07-26,2026-07-26,
144,John,Buchanan,1993-10-10,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee144@uptime-solutions.com,4,5,12,2,2,2024-08-14,,,2026-07-26,2026-07-26,
145,Carla,Collins,1975-04-18,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee145@uptime-solutions.com,1,1,11,4,2,2022-05-01,,,2026-07-26,2026-07-26,
146,Gabriel,Baldwin,1979-04-14,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee146@uptime-solutions.com,5,7,14,2,1,2020-02-18,,,2026-07-26,2026-07-26,
